item_id,department,category,subcategory,brand,production_date,sold_date,days_to_sell,production_price,sold_price
1938,Children,Outerwear,Sweater,The North Face,2025-12-24,,,22.17,
1939,Womens,Dresses,Mini Dress,Gap,2025-12-18,2025-12-22,4.0,14.59,15.65
1940,Mens,Jackets,Bomber,Nike,2025-12-24,,,17.76,
1941,Children,Shoes,Sneakers,Levi's,2025-12-23,2026-01-16,24.0,11.1,7.01
1942,Womens,Pants,Trousers,Uniqlo,2025-12-22,2026-01-05,14.0,10.68,9.47
1943,Mens,Shirts,T-Shirt,Gap,2025-12-21,2026-01-03,13.0,10.5,8.76
1944,Children,Shoes,Boots,Uniqlo,2025-12-19,2026-01-21,33.0,9.84,6.73
1945,Womens,Outerwear,Jacket,Adidas,2025-12-21,,,13.54,
1946,Womens,Pants,Leggings,Uniqlo,2025-12-19,2025-12-22,3.0,12.39,13.25
1947,Children,Outerwear,Sweater,Lululemon,2025-12-22,2026-01-02,11.0,30.17,29.68
1948,Children,Tops,Hoodie,Lululemon,2025-12-24,2026-01-07,14.0,27.27,25.54
1949,Womens,Tops,Tank Top,Carhartt,2025-12-21,2025-12-30,9.0,26.64,23.67
1950,Womens,Pants,Wide-Leg Pants,The North Face,2025-12-23,2025-12-29,6.0,22.74,21.41
1951,Mens,Shoes,Sandals,Gap,2025-12-18,,,9.74,
1952,Womens,Shoes,Boots,Nike,2025-12-23,2026-01-15,23.0,14.67,9.7
1953,Womens,Dresses,Maxi Dress,The North Face,2025-12-18,2025-12-29,11.0,34.74,31.25
1954,Children,Tops,T-Shirt,Patagonia,2025-12-22,2025-12-22,0.0,37.5,39.59
1955,Mens,Jackets,Denim Jacket,Levi's,2025-12-21,,,25.85,
1956,Mens,Pants,Cargo Pants,Ralph Lauren,2025-12-24,2025-12-31,7.0,26.47,27.14
1957,Children,Shoes,Sneakers,Gap,2025-12-21,2026-01-03,13.0,9.06,7.65
1958,Mens,Pants,Dress Pants,Gap,2025-12-24,2026-01-05,12.0,8.42,6.93
1959,Womens,Pants,Leggings,Carhartt,2025-12-18,,,27.1,
1960,Children,Bottoms,Joggers,Patagonia,2025-12-21,2025-12-24,3.0,25.53,27.42
1961,Children,Tops,Sweatshirt,Levi's,2025-12-18,2025-12-30,12.0,18.08,14.83
1962,Mens,Pants,Dress Pants,Uniqlo,2025-12-19,2025-12-26,7.0,12.96,13.86
1963,Children,Tops,Sweatshirt,The North Face,2025-12-21,2025-12-29,8.0,21.29,22.2
1964,Children,Outerwear,Sweater,Gap,2025-12-22,2025-12-31,9.0,9.73,10.01
1965,Children,Bottoms,Shorts,Zara,2025-12-21,,,11.83,
1966,Mens,Jackets,Puffer,H&M,2025-12-20,2026-01-01,12.0,5.74,5.6
1967,Children,Outerwear,Raincoat,Adidas,2025-12-18,2025-12-31,13.0,13.45,12.68
1968,Children,Tops,Polo,Ralph Lauren,2025-12-23,,,25.75,
1969,Womens,Tops,T-Shirt,Levi's,2025-12-23,2025-12-29,6.0,18.93,18.58
1970,Children,Shoes,Sandals,Ralph Lauren,2025-12-19,2025-12-21,2.0,31.79,34.18
1971,Womens,Shoes,Flats,Nike,2025-12-22,,,23.08,
1972,Children,Tops,T-Shirt,Uniqlo,2025-12-18,,,8.41,
1973,Womens,Outerwear,Blazer,Carhartt,2025-12-21,2026-01-22,32.0,29.14,19.29
1974,Mens,Shirts,T-Shirt,H&M,2025-12-22,2026-01-09,18.0,4.73,3.66
1975,Mens,Shoes,Loafers,Columbia,2025-12-20,2025-12-24,4.0,19.35,19.52
1976,Children,Tops,Polo,Gap,2025-12-18,2026-01-02,15.0,11.42,9.06
1977,Mens,Pants,Cargo Pants,Adidas,2025-12-18,2026-01-05,18.0,17.45,14.89
1978,Children,Shoes,Sneakers,Uniqlo,2025-12-24,2025-12-27,3.0,8.0,7.82
1979,Womens,Shoes,Boots,Gap,2025-12-24,2026-01-08,15.0,8.44,7.16
1980,Mens,Pants,Dress Pants,Uniqlo,2025-12-23,,,12.15,
1981,Womens,Dresses,Evening Dress,Lululemon,2025-12-24,2026-01-03,10.0,44.92,41.1
1982,Mens,Jackets,Bomber,Uniqlo,2025-12-23,2026-01-04,12.0,13.45,12.64
1983,Children,Shoes,Slip-ons,Old Navy,2025-12-18,2025-12-31,13.0,8.41,8.03
1984,Mens,Jackets,Denim Jacket,Lululemon,2025-12-23,2025-12-30,7.0,37.93,40.43
1985,Mens,Jackets,Bomber,The North Face,2025-12-18,2026-01-10,23.0,35.11,26.9
1986,Womens,Outerwear,Coat,The North Face,2025-12-24,,,39.01,
1987,Children,Shoes,Boots,Old Navy,2025-12-23,,,9.66,
1988,Womens,Pants,Trousers,Gap,2025-12-24,2025-12-24,0.0,15.85,18.09
1989,Womens,Shoes,Sneakers,H&M,2025-12-21,2025-12-27,6.0,7.58,7.25
1990,Mens,Shirts,Polo,Patagonia,2025-12-24,2026-01-02,9.0,28.95,27.74
1991,Children,Shoes,Slip-ons,Ralph Lauren,2025-12-23,,,29.95,
1992,Womens,Outerwear,Jacket,H&M,2025-12-22,2025-12-29,7.0,4.74,4.6
1993,Womens,Pants,Wide-Leg Pants,Uniqlo,2025-12-19,2025-12-28,9.0,17.07,15.34
1994,Mens,Jackets,Bomber,Carhartt,2025-12-21,2026-01-09,19.0,26.42,21.89
1995,Mens,Shoes,Boots,Gap,2025-12-24,,,15.28,
1996,Mens,Pants,Chinos,Patagonia,2025-12-21,2025-12-26,5.0,32.13,32.97
1997,Children,Tops,T-Shirt,Lululemon,2025-12-19,2025-12-24,5.0,35.12,32.19
1998,Children,Tops,Polo,Uniqlo,2025-12-19,2025-12-30,11.0,10.51,9.74
1999,Womens,Shoes,Boots,Carhartt,2025-12-24,2026-01-15,22.0,30.72,20.6
2000,Children,Bottoms,Leggings,The North Face,2025-12-18,,,28.92,
2001,Womens,Outerwear,Coat,Gap,2025-12-23,2026-01-06,14.0,13.01,11.59
2002,Children,Tops,Hoodie,Lululemon,2025-12-19,2025-12-19,0.0,30.51,36.85
2003,Children,Tops,Hoodie,Columbia,2025-12-20,2026-01-08,19.0,20.85,17.91
2004,Womens,Outerwear,Blazer,Ralph Lauren,2025-12-21,,,23.76,
2005,Mens,Shoes,Loafers,Patagonia,2025-12-23,2026-01-12,20.0,25.61,20.29
2006,Mens,Shirts,T-Shirt,Ralph Lauren,2025-12-23,2025-12-24,1.0,33.13,32.75
2007,Mens,Shoes,Sandals,Old Navy,2025-12-22,2026-01-11,20.0,8.84,6.51
2008,Womens,Shoes,Sneakers,Columbia,2025-12-18,2025-12-30,12.0,27.11,22.71
2009,Mens,Pants,Dress Pants,Gap,2025-12-24,,,8.21,
2010,Children,Outerwear,Jacket,Adidas,2025-12-18,2025-12-23,5.0,16.86,16.29
2011,Mens,Pants,Jeans,Zara,2025-12-19,2025-12-31,12.0,8.05,7.1
2012,Mens,Pants,Cargo Pants,Lululemon,2025-12-20,2025-12-26,6.0,33.8,33.3
2013,Children,Shoes,Sneakers,Nike,2025-12-19,2026-01-06,18.0,15.2,12.39
2014,Mens,Shoes,Sandals,Adidas,2025-12-19,2026-01-13,25.0,20.84,15.28
2015,Womens,Dresses,Casual Dress,Patagonia,2025-12-19,2025-12-20,1.0,30.55,35.12
2016,Mens,Jackets,Denim Jacket,H&M,2025-12-22,2026-01-01,10.0,5.26,5.38
2017,Mens,Shirts,Button-Down,Lululemon,2025-12-21,2025-12-30,9.0,28.42,29.14
2018,Womens,Shoes,Heels,Levi's,2025-12-24,2025-12-27,3.0,26.47,25.22
2019,Mens,Shoes,Loafers,Old Navy,2025-12-19,2025-12-26,7.0,10.49,9.89
2020,Womens,Tops,Blouse,H&M,2025-12-21,2026-01-05,15.0,9.83,9.08
2021,Children,Tops,Hoodie,Columbia,2025-12-18,2025-12-22,4.0,19.16,17.83
2022,Children,Outerwear,Raincoat,Old Navy,2025-12-23,,,7.28,
2023,Children,Shoes,Sneakers,Old Navy,2025-12-20,,,8.46,
2024,Mens,Shirts,Polo,Adidas,2025-12-21,2026-01-08,18.0,15.54,11.49
2025,Womens,Dresses,Casual Dress,Old Navy,2025-12-20,2025-12-28,8.0,6.04,5.76
2026,Mens,Pants,Cargo Pants,Patagonia,2025-12-20,2026-01-04,15.0,27.57,24.15
2027,Womens,Tops,Sweater,The North Face,2025-12-23,2026-01-28,36.0,45.21,29.86
2028,Womens,Tops,Tank Top,Columbia,2025-12-24,2025-12-24,0.0,23.21,26.81
2029,Children,Bottoms,Jeans,Columbia,2025-12-23,2026-01-05,13.0,24.5,22.85
2030,Mens,Shirts,Henley,Levi's,2025-12-19,2025-12-29,10.0,22.42,21.62
2031,Children,Bottoms,Jeans,Levi's,2025-12-21,2025-12-28,7.0,16.77,15.19
2032,Womens,Tops,T-Shirt,Nike,2025-12-21,2026-01-06,16.0,16.76,14.11
2033,Womens,Tops,Sweater,The North Face,2025-12-18,2025-12-27,9.0,23.25,20.91
2034,Children,Bottoms,Leggings,Carhartt,2025-12-19,2026-01-17,29.0,24.99,18.27
2035,Mens,Jackets,Puffer,Uniqlo,2025-12-19,2025-12-31,12.0,12.68,12.41
2036,Mens,Shoes,Sneakers,Levi's,2025-12-20,,,24.11,
2037,Womens,Pants,Jeans,Zara,2025-12-21,2026-01-01,11.0,6.41,5.8
2038,Womens,Outerwear,Blazer,Ralph Lauren,2025-12-23,2026-01-01,9.0,22.91,22.7
2039,Mens,Shirts,Button-Down,Adidas,2025-12-23,2026-01-07,15.0,18.05,14.65
2040,Womens,Outerwear,Coat,Gap,2025-12-23,2026-01-01,9.0,12.39,10.89
2041,Mens,Jackets,Puffer,Old Navy,2025-12-18,,,10.27,
2042,Womens,Shoes,Heels,Lululemon,2025-12-22,2026-01-23,32.0,34.95,22.75
2043,Womens,Shoes,Flats,Nike,2025-12-19,2025-12-26,7.0,20.31,18.43
2044,Mens,Shoes,Sneakers,Lululemon,2025-12-23,2025-12-25,2.0,24.7,24.12
2045,Womens,Shoes,Flats,Patagonia,2025-12-20,2026-01-01,12.0,31.09,27.75
2046,Womens,Outerwear,Jacket,Uniqlo,2025-12-18,2025-12-31,13.0,10.37,8.77
2047,Mens,Pants,Jeans,Carhartt,2025-12-22,2026-01-01,10.0,23.14,21.87
2048,Womens,Shoes,Heels,Carhartt,2025-12-22,2026-01-10,19.0,21.58,15.46
2049,Womens,Tops,Tank Top,H&M,2025-12-19,2025-12-22,3.0,8.52,9.76
2050,Children,Shoes,Sneakers,H&M,2025-12-21,2025-12-30,9.0,9.08,8.76
2051,Mens,Shoes,Sneakers,Patagonia,2025-12-22,,,34.49,
2052,Womens,Shoes,Sneakers,Carhartt,2025-12-22,2026-01-02,11.0,21.86,18.57
2053,Mens,Shirts,Button-Down,Ralph Lauren,2025-12-22,,,22.32,
2054,Children,Shoes,Sneakers,Carhartt,2025-12-20,2026-01-03,14.0,18.89,16.96
2055,Mens,Pants,Jeans,Gap,2025-12-22,2025-12-25,3.0,8.02,8.94
2056,Womens,Tops,T-Shirt,Adidas,2025-12-21,2026-01-19,29.0,13.12,8.75
2057,Mens,Shoes,Sneakers,Lululemon,2025-12-24,2026-01-14,21.0,36.89,28.13
2058,Womens,Shoes,Boots,Gap,2025-12-19,,,8.09,
2059,Womens,Shoes,Boots,Patagonia,2025-12-23,2026-01-07,15.0,33.9,31.45
2060,Mens,Shirts,Henley,Patagonia,2025-12-24,2025-12-29,5.0,32.04,29.8
2061,Mens,Pants,Chinos,Columbia,2025-12-21,2026-01-07,17.0,32.04,23.57
2062,Children,Shoes,Sandals,Adidas,2025-12-23,2026-01-05,13.0,11.96,11.19
2063,Womens,Outerwear,Jacket,Nike,2025-12-20,,,14.18,
2064,Womens,Dresses,Mini Dress,Ralph Lauren,2025-12-22,,,16.95,
2065,Womens,Shoes,Heels,Patagonia,2025-12-24,2025-12-29,5.0,26.78,28.06
2066,Womens,Pants,Trousers,Zara,2025-12-23,2026-01-01,9.0,12.08,12.56
2067,Womens,Tops,T-Shirt,Gap,2025-12-19,2025-12-23,4.0,12.49,11.71
2068,Children,Outerwear,Raincoat,Old Navy,2025-12-20,2026-01-04,15.0,11.72,10.21
2069,Mens,Shoes,Sneakers,Nike,2025-12-20,,,16.41,
2070,Womens,Tops,Tank Top,Carhartt,2025-12-18,2026-01-03,16.0,27.03,24.22
2071,Mens,Jackets,Blazer,Old Navy,2025-12-23,2026-01-01,9.0,6.08,5.36
2072,Mens,Shirts,T-Shirt,Zara,2025-12-22,2026-01-06,15.0,11.51,9.36
2073,Children,Bottoms,Joggers,Patagonia,2025-12-20,2025-12-27,7.0,32.97,30.17
2074,Children,Shoes,Sandals,Lululemon,2025-12-22,2025-12-30,8.0,47.46,44.3
2075,Womens,Tops,Sweater,Levi's,2025-12-20,2025-12-26,6.0,20.12,21.43
2076,Mens,Pants,Dress Pants,Carhartt,2025-12-22,2026-01-03,12.0,16.87,13.71
2077,Children,Shoes,Slip-ons,Uniqlo,2025-12-24,2026-01-02,9.0,10.9,10.23
2078,Womens,Pants,Jeans,Uniqlo,2025-12-22,2026-01-01,10.0,12.91,12.39
2079,Mens,Pants,Cargo Pants,Carhartt,2025-12-19,2025-12-23,4.0,15.63,16.79
2080,Children,Bottoms,Leggings,Ralph Lauren,2025-12-19,2025-12-20,1.0,24.74,26.48
2081,Children,Tops,Hoodie,Carhartt,2025-12-24,2026-02-03,41.0,24.51,16.0
2082,Womens,Tops,Sweater,Ralph Lauren,2025-12-20,2025-12-31,11.0,28.7,23.94
2083,Mens,Shoes,Sneakers,Patagonia,2025-12-19,,,29.46,
2084,Womens,Outerwear,Blazer,The North Face,2025-12-18,,,30.94,
2085,Womens,Outerwear,Coat,H&M,2025-12-22,2025-12-31,9.0,7.76,7.15
2086,Mens,Shirts,Button-Down,Zara,2025-12-20,2025-12-31,11.0,8.14,6.8
2087,Mens,Pants,Cargo Pants,Old Navy,2025-12-22,,,9.34,
2088,Womens,Outerwear,Coat,The North Face,2025-12-22,2025-12-28,6.0,24.79,25.01
2089,Womens,Pants,Wide-Leg Pants,Uniqlo,2025-12-21,2025-12-28,7.0,11.23,12.04
2090,Mens,Shirts,Henley,Patagonia,2025-12-18,2025-12-22,4.0,29.11,30.41
2091,Children,Bottoms,Leggings,H&M,2025-12-19,,,9.56,
2092,Children,Bottoms,Leggings,Ralph Lauren,2025-12-22,,,30.6,
2093,Womens,Outerwear,Cardigan,Nike,2025-12-20,2025-12-30,10.0,20.33,17.44
2094,Mens,Pants,Jeans,H&M,2025-12-23,2025-12-26,3.0,7.42,7.5
2095,Children,Outerwear,Sweater,H&M,2025-12-24,2026-01-10,17.0,6.16,5.11
2096,Mens,Pants,Chinos,Patagonia,2025-12-19,2026-01-01,13.0,24.56,20.27
2097,Mens,Jackets,Puffer,Uniqlo,2025-12-23,2026-01-14,22.0,12.41,9.03
2098,Womens,Shoes,Flats,Nike,2025-12-19,2025-12-23,4.0,15.58,17.21
2099,Mens,Shoes,Sneakers,H&M,2025-12-19,2026-01-15,27.0,7.04,5.13
2100,Mens,Shoes,Loafers,Gap,2025-12-18,2025-12-20,2.0,14.83,15.4
2101,Mens,Shirts,Polo,Gap,2025-12-28,,,13.73,
2102,Children,Tops,Polo,Columbia,2025-12-30,2026-01-11,12.0,10.56,9.68
2103,Womens,Dresses,Maxi Dress,H&M,2025-12-28,2026-01-10,13.0,8.39,6.68
2104,Womens,Shoes,Flats,Ralph Lauren,2025-12-26,,,27.5,
2105,Mens,Shirts,Polo,Patagonia,2025-12-28,2026-01-14,17.0,18.06,13.28
2106,Mens,Jackets,Blazer,Uniqlo,2025-12-28,2026-01-08,11.0,6.44,5.52
2107,Womens,Dresses,Evening Dress,Nike,2025-12-30,2026-01-09,10.0,19.18,19.39
2108,Womens,Tops,Tank Top,Patagonia,2025-12-30,2026-01-17,18.0,33.33,24.09
2109,Womens,Shoes,Heels,Old Navy,2025-12-26,2025-12-30,4.0,8.22,7.99
2110,Mens,Pants,Cargo Pants,Nike,2025-12-27,2026-01-14,18.0,12.53,10.22
2111,Womens,Shoes,Sneakers,Uniqlo,2025-12-26,2025-12-28,2.0,11.09,12.16
2112,Womens,Tops,Sweater,Patagonia,2025-12-29,2026-01-08,10.0,29.85,28.98
2113,Womens,Shoes,Boots,Lululemon,2025-12-27,,,40.78,
2114,Children,Shoes,Sneakers,Adidas,2025-12-30,2026-01-10,11.0,20.21,19.3
2115,Children,Tops,T-Shirt,Adidas,2025-12-29,2026-01-10,12.0,18.29,17.28
2116,Children,Bottoms,Jeans,Nike,2025-12-28,2026-02-03,37.0,18.65,13.31
2117,Children,Tops,Polo,Ralph Lauren,2025-12-25,2026-01-10,16.0,27.74,23.27
2118,Womens,Tops,Tank Top,Gap,2025-12-28,2026-01-29,32.0,9.75,6.36
2119,Mens,Shirts,Henley,Lululemon,2025-12-29,2026-01-04,6.0,34.37,36.57
2120,Mens,Pants,Cargo Pants,H&M,2025-12-29,2026-01-18,20.0,9.83,6.85
2121,Children,Shoes,Sneakers,Lululemon,2025-12-30,,,41.22,
2122,Children,Outerwear,Sweater,Columbia,2025-12-28,2026-01-09,12.0,22.0,17.88
2123,Children,Outerwear,Jacket,Patagonia,2025-12-27,2025-12-27,0.0,27.18,27.14
2124,Mens,Shoes,Boots,The North Face,2025-12-27,,,34.36,
2125,Children,Shoes,Slip-ons,Old Navy,2025-12-31,2026-01-05,5.0,6.1,6.0
2126,Mens,Shoes,Boots,The North Face,2025-12-31,,,27.08,
2127,Mens,Pants,Jeans,Carhartt,2025-12-28,2025-12-29,1.0,12.19,12.19
2128,Mens,Pants,Dress Pants,H&M,2025-12-26,2026-02-09,45.0,9.72,6.92
2129,Womens,Dresses,Evening Dress,Carhartt,2025-12-31,2026-01-04,4.0,18.79,21.21
2130,Womens,Outerwear,Blazer,Patagonia,2025-12-30,2026-01-01,2.0,22.82,23.9
2131,Womens,Outerwear,Cardigan,Gap,2025-12-26,2026-01-27,32.0,14.49,10.45
2132,Womens,Shoes,Flats,Ralph Lauren,2025-12-31,2026-01-04,4.0,23.5,26.45
2133,Children,Bottoms,Joggers,Uniqlo,2025-12-25,2025-12-28,3.0,10.2,9.86
2134,Womens,Pants,Trousers,Patagonia,2025-12-25,,,28.29,
2135,Children,Shoes,Boots,Levi's,2025-12-30,2026-01-02,3.0,15.83,17.43
2136,Children,Tops,Hoodie,Old Navy,2025-12-30,2026-01-15,16.0,7.61,6.76
2137,Children,Bottoms,Jeans,Patagonia,2025-12-25,2026-01-02,8.0,33.77,29.66
2138,Mens,Shirts,Polo,Lululemon,2025-12-29,2026-01-14,16.0,51.87,45.0
2139,Mens,Pants,Jeans,Gap,2025-12-31,,,14.27,
2140,Womens,Pants,Jeans,Nike,2025-12-31,,,22.11,
2141,Children,Bottoms,Shorts,Uniqlo,2025-12-30,2026-01-04,5.0,5.62,5.55
2142,Mens,Shoes,Sneakers,The North Face,2025-12-27,,,30.63,
2143,Children,Outerwear,Sweater,Levi's,2025-12-30,2026-02-03,35.0,22.34,14.92
2144,Mens,Pants,Jeans,Columbia,2025-12-31,2026-01-10,10.0,23.71,20.55
2145,Children,Bottoms,Shorts,Old Navy,2025-12-25,,,10.0,
2146,Mens,Pants,Chinos,Ralph Lauren,2025-12-25,2026-01-08,14.0,30.22,24.9
2147,Mens,Jackets,Denim Jacket,Carhartt,2025-12-27,2026-01-26,30.0,29.02,20.12
2148,Children,Outerwear,Raincoat,Levi's,2025-12-26,2026-01-19,24.0,21.56,15.45
2149,Womens,Tops,Tank Top,Gap,2025-12-31,2026-01-18,18.0,14.46,11.84
2150,Womens,Tops,T-Shirt,Columbia,2025-12-31,,,30.77,
2151,Children,Shoes,Slip-ons,Gap,2025-12-26,2026-01-01,6.0,11.54,12.07
2152,Womens,Dresses,Evening Dress,Adidas,2025-12-28,,,15.01,
2153,Womens,Dresses,Mini Dress,Adidas,2025-12-31,2026-02-01,32.0,18.73,14.21
2154,Womens,Tops,T-Shirt,Uniqlo,2025-12-30,2026-01-09,10.0,12.11,12.33
2155,Womens,Pants,Trousers,H&M,2025-12-30,2026-01-20,21.0,4.69,3.33
2156,Womens,Shoes,Boots,Carhartt,2025-12-29,,,24.07,
2157,Womens,Dresses,Mini Dress,Adidas,2025-12-28,2026-01-20,23.0,25.34,18.66
2158,Children,Tops,T-Shirt,H&M,2025-12-29,,,6.95,
2159,Womens,Tops,Sweater,Old Navy,2025-12-29,,,10.1,
2160,Children,Bottoms,Shorts,Ralph Lauren,2025-12-27,2026-01-15,19.0,21.94,17.15
2161,Mens,Jackets,Blazer,Zara,2025-12-26,2026-01-17,22.0,10.09,8.02
2162,Womens,Shoes,Heels,Patagonia,2025-12-31,,,23.58,
2163,Womens,Dresses,Casual Dress,Adidas,2025-12-27,,,20.86,
2164,Children,Outerwear,Jacket,The North Face,2025-12-28,2026-01-19,22.0,17.02,12.27
2165,Mens,Jackets,Puffer,Gap,2025-12-25,2025-12-30,5.0,11.99,11.86
2166,Mens,Pants,Cargo Pants,Nike,2025-12-28,2026-01-10,13.0,25.18,20.44
2167,Womens,Shoes,Sneakers,The North Face,2025-12-31,2026-01-07,7.0,28.65,25.73
2168,Womens,Outerwear,Coat,Carhartt,2025-12-28,2026-01-07,10.0,24.7,23.89
2169,Mens,Pants,Chinos,Carhartt,2025-12-29,2026-01-12,14.0,31.62,27.44
2170,Children,Bottoms,Jeans,Patagonia,2025-12-29,,,31.71,
2171,Mens,Shoes,Sandals,Lululemon,2025-12-26,2026-02-08,44.0,42.24,30.0
2172,Children,Bottoms,Joggers,Ralph Lauren,2025-12-25,2026-01-18,24.0,31.01,23.46
2173,Womens,Outerwear,Cardigan,Columbia,2025-12-30,2026-01-16,17.0,19.84,15.8
2174,Children,Tops,T-Shirt,The North Face,2025-12-25,,,36.41,
2175,Mens,Pants,Cargo Pants,Ralph Lauren,2025-12-27,2025-12-28,1.0,22.81,24.37
2176,Children,Tops,Polo,Old Navy,2025-12-26,2026-01-01,6.0,7.25,7.83
2177,Children,Outerwear,Raincoat,Adidas,2025-12-27,2025-12-31,4.0,15.81,17.93
2178,Children,Shoes,Sneakers,Old Navy,2025-12-25,,,4.75,
2179,Womens,Tops,Tank Top,Gap,2025-12-28,2026-01-13,16.0,15.07,12.18
2180,Children,Shoes,Sandals,Adidas,2025-12-25,2026-01-03,9.0,18.27,17.66
2181,Mens,Pants,Chinos,Ralph Lauren,2025-12-25,,,26.51,
2182,Mens,Jackets,Puffer,Carhartt,2025-12-29,2026-01-25,27.0,23.23,14.76
2183,Womens,Pants,Leggings,Adidas,2025-12-31,2026-01-18,18.0,14.63,12.62
2184,Womens,Dresses,Evening Dress,Adidas,2025-12-28,2026-01-04,7.0,14.84,13.96
2185,Womens,Tops,T-Shirt,Lululemon,2025-12-25,,,29.21,
2186,Children,Tops,Sweatshirt,Patagonia,2025-12-28,2026-01-14,17.0,23.14,19.28
2187,Mens,Shirts,Polo,The North Face,2025-12-31,,,38.06,
2188,Womens,Outerwear,Cardigan,Nike,2025-12-26,,,16.45,
2189,Children,Tops,Hoodie,H&M,2025-12-31,2026-01-02,2.0,7.22,8.01
2190,Womens,Outerwear,Blazer,Levi's,2025-12-27,2026-01-14,18.0,18.89,14.1
2191,Children,Tops,T-Shirt,Gap,2025-12-30,2026-01-24,25.0,14.3,10.92
2192,Mens,Shoes,Boots,Zara,2025-12-28,2026-01-04,7.0,11.22,10.47
2193,Mens,Jackets,Blazer,Adidas,2025-12-31,2026-01-02,2.0,15.14,16.67
2194,Womens,Pants,Leggings,Patagonia,2025-12-25,2025-12-29,4.0,22.36,25.08
2195,Children,Tops,T-Shirt,Gap,2025-12-28,2026-01-10,13.0,17.55,16.27
2196,Children,Shoes,Sandals,Patagonia,2025-12-30,2025-12-31,1.0,26.39,27.54
2197,Mens,Shirts,Henley,Zara,2025-12-29,,,10.38,
2198,Womens,Dresses,Mini Dress,Old Navy,2025-12-29,2026-01-12,14.0,6.65,5.44
2199,Mens,Pants,Dress Pants,Levi's,2025-12-29,2026-01-10,12.0,30.47,27.82
2200,Womens,Outerwear,Coat,H&M,2025-12-25,2026-01-13,19.0,9.38,6.73
2201,Mens,Pants,Jeans,Lululemon,2025-12-26,,,34.63,
2202,Children,Shoes,Sandals,Ralph Lauren,2025-12-29,2026-01-03,5.0,21.07,19.47
2203,Womens,Dresses,Maxi Dress,Carhartt,2025-12-29,2026-01-06,8.0,19.54,20.46
2204,Womens,Dresses,Evening Dress,Carhartt,2025-12-26,,,22.65,
2205,Mens,Shoes,Boots,Nike,2025-12-28,,,21.16,
2206,Mens,Jackets,Denim Jacket,Levi's,2025-12-28,,,21.11,
2207,Womens,Dresses,Casual Dress,Levi's,2025-12-26,2026-01-03,8.0,12.68,12.54
2208,Womens,Pants,Wide-Leg Pants,Levi's,2025-12-28,2026-01-14,17.0,17.15,13.8
2209,Children,Tops,Sweatshirt,H&M,2025-12-29,2026-01-13,15.0,9.14,7.34
2210,Mens,Shirts,Button-Down,H&M,2025-12-25,2026-01-12,18.0,5.11,3.95
2211,Children,Shoes,Sandals,Zara,2025-12-30,2026-01-11,12.0,11.92,11.37
2212,Mens,Pants,Cargo Pants,Patagonia,2025-12-27,2026-01-15,19.0,31.35,23.54
2213,Children,Tops,T-Shirt,Patagonia,2025-12-30,2026-01-14,15.0,27.43,24.65
2214,Mens,Pants,Cargo Pants,Lululemon,2025-12-31,,,31.34,
2215,Womens,Dresses,Mini Dress,The North Face,2025-12-31,2026-01-07,7.0,29.5,26.13
2216,Womens,Shoes,Boots,Carhartt,2025-12-26,2026-01-19,24.0,14.82,11.36
2217,Womens,Outerwear,Cardigan,Patagonia,2025-12-31,2026-01-08,8.0,23.67,20.6
2218,Children,Shoes,Slip-ons,Zara,2025-12-25,2025-12-28,3.0,7.28,7.04
2219,Womens,Outerwear,Jacket,Ralph Lauren,2025-12-31,,,24.29,
2220,Mens,Shoes,Boots,Nike,2025-12-29,2026-01-07,9.0,15.09,14.24
2221,Womens,Dresses,Casual Dress,Columbia,2025-12-31,2026-01-20,20.0,20.08,15.22
2222,Children,Shoes,Sandals,Lululemon,2025-12-28,2026-01-09,12.0,40.63,33.91
2223,Children,Bottoms,Shorts,Adidas,2025-12-29,,,21.21,
2224,Mens,Jackets,Denim Jacket,Levi's,2025-12-27,2026-01-11,15.0,18.37,15.7
2225,Womens,Shoes,Flats,Ralph Lauren,2025-12-30,2026-02-19,51.0,22.01,16.27
2226,Children,Tops,Hoodie,Gap,2025-12-31,2026-01-09,9.0,12.33,12.26
2227,Mens,Jackets,Denim Jacket,Uniqlo,2025-12-26,,,9.49,
2228,Womens,Dresses,Maxi Dress,H&M,2025-12-28,,,6.99,
2229,Children,Outerwear,Raincoat,Gap,2025-12-25,2026-01-19,25.0,15.37,10.48
2230,Children,Bottoms,Joggers,Old Navy,2025-12-28,2026-01-06,9.0,9.52,8.79
2231,Womens,Outerwear,Jacket,H&M,2025-12-30,2026-01-09,10.0,7.36,6.59
2232,Womens,Tops,Tank Top,Adidas,2025-12-26,,,7.37,
2233,Mens,Shoes,Loafers,Zara,2025-12-28,2026-01-02,5.0,9.35,9.93
2234,Womens,Shoes,Flats,Old Navy,2025-12-27,,,7.78,
2235,Womens,Shoes,Sneakers,Patagonia,2025-12-28,2026-01-28,31.0,34.88,24.83
2236,Children,Outerwear,Puffer,Levi's,2025-12-29,2026-01-09,11.0,12.23,11.32
2237,Mens,Shoes,Loafers,Adidas,2025-12-26,2026-01-22,27.0,15.32,10.22
2238,Womens,Shoes,Heels,Levi's,2025-12-26,2026-01-15,20.0,16.37,11.83
2239,Womens,Outerwear,Coat,Columbia,2025-12-25,2026-01-16,22.0,31.05,24.05
2240,Womens,Shoes,Boots,Levi's,2025-12-25,2026-01-06,12.0,25.69,24.12
